,SRR6206939_pass,SRR6206940_pass,SRR6206941_pass,SRR6206942_pass,SRR6206943_pass,SRR6206944_pass
Ighv3-1,339,383,293,141,86,126
Ighv3-3,19,10,3,2,4,1
Ighv3-4,2,6,2,3,2,1
Ighv3-5,105,74,71,29,11,20
Ighv3-6,98,114,88,47,25,35
Ighv3-8,210,186,185,74,36,67
Ighv4-1,620,700,479,85,37,122
Ighv5-12,16,29,16,0,9,18
Ighv5-12-4,6,6,3,1,5,1
Ighv5-15,171,122,86,34,30,23
Ighv5-16,0,0,1,0,0,0
Ighv5-17,394,346,344,134,115,132
Ighv5-2,15,20,14,11,5,3
Ighv5-4,24,18,11,12,9,26
Ighv5-6,151,135,115,44,36,55
Ighv5-8,0,0,0,0,0,0
Ighv5-9,101,80,70,17,24,77
Ighv5-9-1,22,19,35,13,8,14
Ighv6-3,132,140,102,22,20,46
Ighv6-4,6,9,5,0,0,2
Ighv6-5,1,0,1,0,0,0
Ighv6-6,118,131,104,19,23,34
Ighv6-7,3,4,4,1,0,3
Ighv7-1,149,214,114,35,18,13
Ighv7-2,46,64,54,148,9,15
Ighv7-3,130,114,125,389,19,35
Ighv7-4,150,134,144,410,23,26
Ighv8-11,410,450,478,120,121,131
Ighv8-12,131,159,161,21,51,259
Ighv8-13,2,0,4,0,2,3
Ighv8-2,5,8,4,0,0,0
Ighv8-4,4,2,7,1,1,0
Ighv8-5,127,180,154,31,30,104
Ighv8-6,0,0,0,0,0,0
Ighv8-8,209,252,269,99,48,107
Ighv8-9,1,1,5,2,0,0
Ighv9-1,123,124,82,27,48,104
Ighv9-2,23,3,4,0,13,19
Ighv9-3,146,114,108,42,82,149
Ighv9-4,76,87,115,24,71,100
Igip,36,22,23,17,27,41
Igkc,74455,70864,69442,20234,10196,22420
Igkj1,0,0,0,0,0,0
Igkj2,0,0,0,0,0,0
Igkj3,0,0,0,0,0,0
Igkj4,0,0,0,0,0,0
Igkj5,0,0,0,0,0,0
Igkv1-110,1411,1397,1083,208,134,377
Igkv1-117,2298,1635,1422,435,251,662
Igkv1-122,98,73,94,12,7,16
Igkv1-131,0,0,0,0,0,0
Igkv1-132,15,10,11,5,2,6
Igkv1-133,32,53,63,9,13,16
Igkv1-135,1230,1341,1165,614,222,383
Igkv1-35,1,1,0,0,0,0
Igkv1-88,150,157,137,34,15,58
Igkv1-99,22,18,21,4,4,8
Igkv10-94,293,367,293,1060,197,128
Igkv10-95,45,55,49,14,3,2
Igkv10-96,1219,1180,1062,318,211,322
Igkv11-125,161,177,151,19,7,45
Igkv12-38,30,23,27,0,2,8
Igkv12-41,149,191,142,31,44,29
Igkv12-44,389,422,524,136,105,189
Igkv12-46,310,285,275,47,60,86
Igkv12-89,211,97,177,13,24,18
Igkv12-98,103,172,134,27,13,28
Igkv13-84,76,68,70,12,2,12
Igkv13-85,141,131,105,8,12,31
Igkv14-100,170,166,141,38,14,17
Igkv14-111,442,409,389,65,50,90
Igkv14-126,262,229,310,39,13,55
Igkv14-130,32,17,25,2,0,6
Igkv15-103,764,988,618,249,57,387
Igkv16-104,398,459,426,177,24,126
Igkv17-121,411,445,382,62,25,186
Igkv17-127,1006,1116,811,179,42,241
Igkv18-36,2,2,13,3,0,0
Igkv19-93,572,633,674,111,37,120
Igkv2-109,314,432,397,38,19,54
Igkv2-112,113,166,135,24,3,21
Igkv2-137,404,365,382,120,29,106
Igkv20-101-2,12,7,12,4,0,1
Igkv3-1,71,92,57,21,75,71
Igkv3-10,202,269,241,57,12,107
Igkv3-12,434,528,457,58,108,146
Igkv3-2,408,500,538,69,181,151
Igkv3-3,10,6,9,14,3,4
Igkv3-4,357,370,352,73,26,143
Igkv3-5,582,614,548,142,49,219
Igkv3-7,392,378,309,166,56,189
Igkv3-9,6,4,1,3,4,5
Igkv4-50,271,245,223,98,81,60
Igkv4-51,55,67,73,8,9,9
Igkv4-53,557,557,452,141,52,106
Igkv4-54,16,13,34,2,4,6
Igkv4-55,363,369,369,95,73,99
Igkv4-57,404,442,443,156,113,159
Igkv4-57-1,271,324,199,61,60,90
Igkv4-58,124,168,153,41,24,33
Igkv4-59,388,597,481,177,59,227
Igkv4-61,246,296,221,83,32,88
Igkv4-62,8,8,11,3,9,3
Igkv4-63,62,94,144,28,8,28
Igkv4-68,522,590,525,213,76,179
Igkv4-69,60,64,53,23,6,13
Igkv4-70,137,163,133,133,101,50
Igkv4-71,30,30,35,19,9,20
Igkv4-72,537,619,704,148,98,222
Igkv4-74,272,265,229,64,51,91
Igkv4-78,15,31,9,3,3,10
Igkv4-79,102,116,86,39,59,47
Igkv4-80,203,96,166,27,48,15
Igkv4-81,13,13,13,6,2,1
Igkv4-86,1144,992,610,102,67,178
Igkv4-90,32,38,31,7,12,14
Igkv4-91,383,321,172,84,20,40
Igkv4-92,34,34,27,5,1,3
Igkv5-37,2,6,4,0,2,9
Igkv5-39,227,291,321,79,20,63
Igkv5-43,590,676,582,177,62,180
Igkv5-45,29,43,47,12,7,6
Igkv5-48,150,166,152,84,26,122
Igkv6-13,164,164,179,81,15,129
Igkv6-14,142,144,168,36,57,49
Igkv6-15,595,747,728,206,69,157
Igkv6-17,433,735,576,152,65,302
Igkv6-20,197,500,366,53,14,66
Igkv6-23,526,621,601,111,49,369
Igkv6-25,432,303,403,106,12,115
Igkv6-29,12,13,10,0,0,0
Igkv6-32,457,592,434,81,61,91
Igkv7-33,232,303,233,35,6,13
Igkv8-16,107,151,114,69,3,27
Igkv8-18,21,22,25,7,95,181
Igkv8-19,351,514,391,130,89,88
Igkv8-21,377,436,464,182,46,91
Igkv8-24,365,380,441,124,70,99
Igkv8-26,2,1,4,1,3,0
Igkv8-27,515,394,478,69,18,52
Igkv8-28,201,190,184,37,18,57
Igkv8-30,687,703,566,137,48,234
Igkv8-34,14,12,9,9,2,4
Igkv9-120,587,680,593,136,113,125
Igkv9-123,69,52,82,15,0,14
Igkv9-124,167,231,194,40,40,40
Igkv9-129,21,41,29,4,3,10
Iglc1,644,660,647,188,62,157
Iglc2,6665,6505,6461,823,184,722
Iglc3,2271,2259,2420,291,76,261
Iglc4,5,1,1,1,1,1
Iglj1,0,0,0,0,0,0
Iglj2,0,0,0,0,0,0
Iglj3,0,0,0,0,0,0
Iglj3p,0,0,0,0,0,0
Iglj4,0,0,0,0,0,0
Igll1,4,5,2,0,1,2
Iglon5,7,6,5,2,5,1
Iglv1,263,232,185,157,56,88
Iglv2,492,334,226,54,12,28
Igsf1,0,0,0,0,0,0
Igsf10,1,1,1,6,0,0
Igsf11,0,3,4,1,1,2
Igsf21,0,0,0,0,0,0
Igsf23,24,19,22,114,520,255
Igsf3,35,40,54,142,74,247
Igsf5,1,1,0,0,0,0
Igsf6,316,375,312,69,49,108
Igsf8,400,477,469,1508,1810,1495
Igsf9,109,102,93,12,45,22
Igsf9b,12,8,13,15,306,6
Igtp,573,679,630,191,499,299
Ihh,9,8,7,3,0,2
Iigp1,36,57,45,2,44,12
Ik,2609,2622,2661,3131,3481,3367
Ikbip,64,74,59,273,214,164
Ikbkap,815,683,694,1630,2307,2088
Ikbkb,3910,3981,4105,2495,2282,2587
Ikbke,2186,2116,2221,1525,1462,1962
Ikbkg,860,853,744,685,657,650
Ikzf1,18925,16810,18194,13636,10343,12141
Ikzf2,284,202,163,771,85,1293
Ikzf3,9615,7952,7932,5211,5618,6732
Ikzf4,74,47,70,18,16,5
Ikzf5,1607,1581,1664,1257,938,976
Il10,66,48,64,18,2,13
Il10ra,3082,3486,3310,426,269,546
Il10rb,1538,1435,1488,342,357,511
Il11,10,9,5,4,0,9
Il11ra1,152,129,118,45,33,43
Il11ra2,6,8,2,3,3,0
Il12a,243,248,200,90,7,42
Il12b,20,17,14,13,0,4
Il12rb1,128,121,88,268,830,531
Il12rb2,86,63,53,74,14,28
Il13,4,4,0,19,0,0
Il13ra1,138,228,190,46,25,66
Il13ra2,1,0,0,0,0,1
Il15,23,43,27,8,5,7
Il15ra,107,142,124,30,27,26
Il16,5400,5190,6350,2553,1494,2883
Il17a,4,3,2,0,0,0
Il17b,0,0,0,0,0,0
Il17c,10,8,9,1,2,0
Il17d,2,1,2,1,7,8
Il17f,2,4,2,2,1,0
Il17ra,6225,5755,6389,2051,2219,2940
Il17rb,42,53,46,4333,596,2374
Il17rc,8,4,3,4,2,3
Il17rd,3,6,5,83,2,7
Il17re,4,3,2,0,0,1
Il18,154,170,167,22,12,28
Il18bp,85,76,88,48,40,54
Il18r1,406,381,361,247,236,212
Il18rap,433,268,218,360,206,169
Il19,0,0,0,0,1,2
Il1a,17,8,12,3,1,1
Il1b,1611,1730,1541,181,157,421
Il1bos,28,21,30,7,12,12
Il1f10,0,0,0,0,0,0
Il1f5,0,0,0,0,0,0
Il1f6,0,0,2,0,0,0
Il1f8,0,0,0,0,0,0
Il1f9,46,38,54,46,32,67
Il1r1,41,24,26,55,8,17
Il1r2,628,524,484,50,24,39
Il1rap,450,390,446,344,368,349
Il1rapl1,0,0,0,0,2,2
Il1rapl2,0,0,0,0,0,0
Il1rl1,58,57,51,38,50,20
Il1rl2,58,56,68,199,209,272
Il1rn,97,111,149,28,12,22
Il2,4,3,2,1,1,1
Il20,0,0,0,0,0,0
Il20ra,2,0,0,31,20,14
Il20rb,65,33,51,42,21,25
Il21,6,2,1,5,4,14
Il21r,5336,5166,5987,1818,1593,1814
Il22,0,0,0,0,0,0
Il22ra1,0,0,0,0,0,0
Il22ra2,9,6,3,0,1,0
Il23a,12,13,4,0,0,1
Il23r,8,3,1,1,0,1
Il24,4,5,10,0,0,0
Il25,1,0,0,0,0,0
Il27,4,4,5,0,1,10
Il27ra,2555,2757,2759,2518,2248,2659
Il2ra,218,194,186,20,16,21
Il2rb,2103,2081,2161,2423,735,2046
Il2rg,9542,10403,10880,7733,6224,8507
Il3,0,0,0,0,0,0
Il31,1,0,0,0,0,0
Il31ra,3,8,6,5,4,3
Il33,1,2,2,1,29,0
Il34,1,0,0,0,3,3
Il3ra,227,219,182,807,275,442
Il4,6,7,7,4,1,0
Il4i1,678,691,709,399,19,150
Il4ra,8318,8332,8265,1261,2296,1088
Il5,0,0,0,0,0,0
Il5ra,138,109,91,14,5,13
Il6,3,3,1,5,0,0
Il6ra,3156,2673,3110,343,178,384
Il6st,3247,2311,2687,3740,3082,5386
Il7,0,1,0,1,1,2
Il7r,2309,2117,2568,658,45,113
Il9,0,0,0,0,0,0
Il9r,2477,2915,2213,2766,5652,7199
Ildr1,545,443,444,32,31,16
Ildr2,2,1,1,1,2,0
Ilf2,1296,1408,1359,4443,4220,3585
Ilf3,3863,3724,3838,5259,6492,5938
Ilk,1749,1871,2195,2355,1543,1990
Ilkap,1123,1186,1211,1634,1711,1585
Iltifb,0,0,0,0,0,0
Ilvbl,751,689,600,1032,1154,1549
Immp1l,415,532,520,603,494,420
Immp2l,84,107,93,96,132,64
Immt,1740,1840,1933,5425,6661,5510
Imp3,897,973,1006,2115,1884,1815
Imp4,1477,1502,1685,3581,4039,3507
Impa1,562,644,658,1515,1582,1488
Impa2,161,148,159,1447,1601,1379
Impact,2024,1599,1494,412,367,379
Impad1,1078,977,1067,1404,1388,1164
Impdh1,1628,1404,1555,6118,7729,6285
Impdh2,2632,2718,2723,10783,11464,9283
Impg1,0,1,0,0,1,0
Impg2,51,70,69,12,0,7
Ina,3,1,1,4,28,6
Inafm1,377,304,243,180,323,237
Inafm2,481,412,453,1416,914,1373
Inca1,14,12,16,6,2,8
Incenp,534,474,448,3673,6095,5370
Inf2,572,519,524,758,581,1304
Ing1,1620,1590,1739,1211,1062,1201
Ing2,614,738,661,567,455,489
Ing3,2875,2763,2721,1158,887,942
Ing4,731,874,899,811,770,708
Ing5,1156,1084,1049,672,784,862
Inha,5,5,5,1,0,0
Inhba,3,2,5,5,3,5
Inhbb,1,1,4,1,2,0
Inhbc,0,1,0,0,0,0
Inhbe,7,9,7,5,6,3
Inip,712,724,725,1352,1169,1262
Inmt,0,2,0,0,0,0
Ino80,1781,1617,1680,1055,1742,1725
Ino80b,654,592,680,747,762,690
Ino80c,615,645,626,1087,884,878
Ino80d,2567,2069,2289,1163,1124,1451
Ino80dos,16,11,17,48,24,35
Ino80e,1536,1519,1769,5277,5741,5142
Inpp1,666,612,651,243,229,244
Inpp4a,779,787,817,464,171,372
Inpp4b,2130,1766,2121,169,24,106
Inpp5a,644,649,664,95,225,83
Inpp5b,1175,1142,1338,1588,1156,1547
Inpp5d,8635,8780,9928,3789,2969,3016
Inpp5e,824,847,921,338,418,454
Inpp5f,2757,2453,2493,547,754,847
Inpp5j,3,5,2,0,0,2
Inpp5k,1680,1791,1691,1202,1078,1059
Inppl1,2103,2099,2173,626,1682,1106
Ins1,0,0,0,0,0,0
Ins2,0,0,0,0,0,0
Insc,0,0,0,0,0,0
Insig1,3198,3077,2801,882,722,595
Insig2,142,167,180,191,149,182
Insl3,23,39,22,29,29,36
Insl5,1,0,1,1,0,0
Insl6,142,143,105,12,2,7
Insm1,11,8,10,6,4,1
Insm2,1,0,1,0,0,0
Insr,846,674,710,210,231,333
Insrr,0,0,0,0,0,0
Ints1,2914,2496,2518,3522,5280,5570
Ints10,622,605,529,1241,1435,1199
Ints11,918,1109,1223,2640,2741,2554
Ints12,516,573,552,762,648,598
Ints13,1409,1322,1364,1829,1910,1751
Ints14,918,961,901,1780,1723,1642
Ints2,622,657,575,1221,1733,1534
Ints3,1646,1782,2097,2274,3129,2820
Ints4,1262,1239,1206,1271,1903,1521
Ints5,773,721,786,1848,2713,2089
Ints6,1634,1772,1790,1332,1287,1301
Ints6l,721,821,725,304,180,221
Ints7,1583,1460,1448,2527,3923,3257
Ints8,1230,1421,1528,1414,1566,1340
Ints9,983,948,952,1710,1955,1983
Intu,62,93,60,78,93,87
Invs,849,738,784,338,345,376
Ip6k1,4384,4619,4747,1778,1263,1337
Ip6k2,935,932,823,770,556,610
Ip6k3,7,20,15,6,6,34
Ipcef1,1366,998,1154,1296,796,1869
Ipmk,1387,1247,1262,991,995,1064
Ipo11,592,518,516,1616,1997,1582
Ipo13,703,741,891,890,1251,1139
Ipo4,856,864,817,2557,2839,2618
Ipo5,2302,2471,2316,12148,18342,14554
Ipo7,2596,2755,2958,6853,8412,7228
Ipo8,1411,1374,1402,1075,1351,1304
Ipo9,1904,1730,1870,1675,2862,1980
Ipp,168,146,141,457,482,429
Ippk,342,346,330,610,758,486
Iqca,2,1,0,0,0,0
Iqcb1,660,667,580,179,147,114
Iqcc,209,188,194,348,455,340
Iqcd,8,6,0,25,33,29
Iqce,723,716,794,412,535,551
Iqcf1,3,0,1,2,0,0
Iqcf3,0,0,0,1,0,0
Iqcf4,0,1,0,0,0,0
Iqcf5,0,0,0,6,0,2
Iqcf6,0,0,0,0,0,0
Iqcg,29,17,36,124,55,114
Iqch,0,2,0,2,4,2
Iqcj,0,0,0,0,0,0
Iqck,14,8,11,10,16,10
Iqcm,0,0,0,0,0,1
Iqgap1,16766,15415,16124,9106,7148,8865
Iqgap2,599,439,481,974,1705,1564
Iqgap3,34,54,44,226,621,421
Iqsec1,6951,6448,6716,1347,479,1268
Iqsec2,122,122,139,21,11,30
Iqsec3,4,1,3,4,5,4
Iqub,0,1,1,0,0,0
Irak1,3804,3958,3836,2590,2768,2923
Irak1bp1,86,67,67,195,154,113
Irak2,2602,2735,2477,424,102,353
Irak3,1260,1309,1519,830,103,491
Irak4,397,436,440,311,367,434
Ireb2,1326,1478,1498,1586,1823,1655
Irf1,9873,9297,8671,1219,1538,1314
Irf2,3797,3806,4281,1046,1022,1457
Irf2bp1,1150,1161,1174,1215,1651,1571
Irf2bp2,6320,6668,6361,2088,2180,2394
Irf2bpl,6625,5315,5305,1056,1791,1763
Irf3,1669,1981,1987,2066,2014,1983
Irf4,38058,32268,33607,1659,389,1028
Irf5,4856,5792,6072,574,161,527
Irf6,116,109,108,33,3,34
Irf7,788,957,810,115,219,325
Irf8,10174,12045,13043,1542,1159,1396
Irf9,1831,1987,1690,329,386,565
Irgc1,97,66,67,20,29,11
Irgm1,735,857,840,130,349,293
Irgm2,180,217,216,91,167,133
Irgq,999,967,1031,362,436,467
Irs1,5,5,7,10,4,6
Irs2,34733,27625,28526,1146,180,405
Irs3,2,1,1,1,0,0
Irs4,0,0,0,0,0,0
Irx1,0,0,0,0,0,0
Irx2,0,0,0,14,0,0
Irx3,1,1,1,0,0,0
Irx3os,0,0,0,0,0,0
Irx4,0,1,0,0,1,0
Irx5,2,2,2,2,3,1
Irx6,1,0,0,0,0,0
Isca1,1314,1456,1375,768,1001,884
Isca2,335,385,366,488,366,373
Iscu,893,933,886,1141,1042,978
Isg15,405,421,437,32,43,31
Isg20,185,214,183,132,95,98
Isg20l2,1829,1954,1905,3193,3642,3371
Isl1,0,0,0,0,0,0
Isl2,1,0,0,0,2,0
Islr,1,1,6,10,7,2
Islr2,282,184,127,11,8,8
Ism1,0,0,0,76,0,1
Ism2,0,0,0,1,1,0
Isoc1,493,515,533,1312,1760,1330
Isoc2a,291,332,331,1118,791,808
Isoc2b,44,38,28,88,89,69
Ispd,25,30,29,33,3,114
Ist1,2696,2720,2822,1830,1643,1481
Isx,0,0,0,0,0,0
Isy1,1517,1654,1607,2683,2844,2410
Isyna1,1929,1892,1781,11113,26140,18853
Itch,2898,2850,3335,1602,1207,1458
Itfg1,1023,1054,1002,961,877,833
Itfg2,476,515,487,631,604,617
Itga1,15,10,5,4,2,7
Itga10,38,45,38,15,45,39
Itga11,2,0,0,4,1,4
Itga2,134,87,73,202,6,44
Itga2b,47,27,29,30,17,22
Itga3,55,37,37,7,7,14
Itga4,5096,4333,4562,2796,1865,5149
Itga5,82,78,60,41,9,25
Itga6,1173,927,1164,348,937,1015
Itga7,162,99,105,36,2,71
Itga8,21,14,3,1,0,4
Itga9,43,41,36,23,82,55
Itgad,258,205,201,44,57,102
Itgae,258,247,223,18,11,19
Itgal,9151,9301,9117,7295,6225,8610
Itgam,697,755,735,257,189,493
Itgav,484,459,468,158,357,316
Itgax,1305,1718,1388,227,103,350
Itgb1,2303,2290,2137,1838,3569,4572
Itgb1bp1,503,657,777,1106,930,833
Itgb1bp2,8,5,7,3,12,7
Itgb2,7082,7919,8102,3509,3745,3947
Itgb2l,3,4,2,13,3,3
Itgb3,1523,1709,1558,2624,354,2579
Itgb3bp,140,162,155,247,227,233
Itgb4,2,3,3,45,14,28
Itgb5,79,76,79,21,51,83
Itgb6,1,0,1,0,2,1
Itgb7,6818,6987,7693,1158,5042,6522
Itgb8,13,6,9,2,4,9
Itgbl1,0,0,0,0,0,0
Itih1,5,0,0,0,0,0
Itih2,2,1,0,0,0,0
Itih3,3,15,0,2,1,0
Itih4,10,17,0,1,0,5
Itih5,127,117,95,395,405,390
Itk,4373,3695,4256,1838,1903,1340
Itln1,6,4,3,1,0,3
Itm2a,386,384,413,2325,331,763
Itm2b,8426,9376,9086,7353,7105,6549
Itm2c,1520,1636,1686,1411,1098,1026
Itpa,354,417,434,1450,1420,1268
Itpk1,1245,1306,1585,633,1539,1152
Itpka,16,18,12,15,33,19
Itpkb,6934,5957,6537,1795,1949,2823
Itpkc,614,632,523,145,120,140
Itpr1,3434,3181,3311,681,737,709
Itpr2,4379,3711,3635,946,1246,1046
Itpr3,10394,9637,10289,1889,2622,3146
Itpr3os,1,1,5,0,0,0
Itpripl1,356,322,356,419,422,439
Itpripl2,148,185,165,26,18,56
Itsn1,390,399,427,614,50,190
Itsn2,7230,6904,7661,2257,2628,2944
Ivd,716,799,851,1156,1074,1031
Ivl,1,2,0,0,0,0
Ivns1abp,4427,4793,3992,5296,5891,5873
Iws1,1063,907,903,1199,1523,1413
Iyd,0,0,0,0,0,0
Izumo1,1,0,1,3,13,2
Izumo1r,959,817,857,2047,669,1358
Izumo2,0,0,0,0,0,0
Izumo3,0,0,0,0,0,0
Izumo4,218,200,187,80,59,67
Jade1,943,852,1020,742,1126,1180
Jade2,4101,3889,4145,1623,2360,1939
Jade3,102,123,131,633,585,568
Jag1,56,86,57,19,7,6
Jag2,87,67,65,389,485,325
Jagn1,121,155,181,941,1004,867
Jak1,17376,16261,17788,5712,4599,5945
Jak2,3725,3672,4008,798,559,738
Jak3,3215,3516,2733,1911,2200,2921
Jakmip1,1776,1832,1828,291,479,410
Jakmip2,1,1,0,0,0,0
Jakmip3,0,0,0,0,0,0
Jam2,3,4,5,14,10,5
Jam3,5,1,2,3,8,5
Jaml,574,683,574,94,24,66
Jarid2,3134,2709,2650,1511,1548,2306
Jazf1,35,28,27,15,17,25
Jcad,41,36,52,15,26,6
Jchain,7951,7577,5410,3357,2070,3947
Jdp2,98,113,83,73,147,105
Jhy,602,544,442,33,11,39
Jkamp,482,481,537,344,296,302
Jmjd1c,14973,10530,11037,1792,1713,1670
Jmjd4,510,465,521,391,544,536
Jmjd6,1584,1683,1891,1997,1770,1786
Jmjd7,252,251,204,366,261,270
Jmjd8,553,528,548,916,1372,1128
Jmy,1875,1370,1369,483,771,687
Josd1,1656,1662,1724,2863,4152,2750
Josd2,363,442,398,419,716,456
Jph1,80,68,63,4,3,12
Jph2,1,4,0,0,0,0
Jph3,8,8,2,2,1,1
Jph4,0,0,1,0,4,0
Jpt1,2671,2936,2990,4506,6238,4383
Jpx,24,16,29,48,44,65
Jrk,30,40,38,93,122,137
Jrkl,99,88,85,74,71,106
Jsrp1,1,1,0,1,13,3
Jtb,675,706,782,881,908,740
Jun,50172,46599,43785,4850,1416,2582
Junb,139797,132123,129279,13666,6604,6853
Jund,92373,91660,82328,11728,9021,9903
Junos,2,7,3,1,3,2
Jup,196,230,247,93,50,168
K230010J24Rik,4,0,1,1,2,0
K230015D01Rik,1,1,0,6,7,1
Kalrn,49,53,56,6,2,3
Kank1,0,1,1,10,0,8
Kank2,22,21,13,12,6,10
Kank3,14,23,16,127,95,134
Kank4,0,1,0,0,0,0
Kank4os,0,0,0,0,0,0
Kansl1,7085,6607,7083,2070,2045,2204
Kansl1l,302,333,370,576,276,352
Kansl2,2281,2327,2431,3019,3402,3358
Kansl3,1300,1196,1309,1318,1650,1601
Kantr,97,95,98,103,139,185
Kap,0,0,0,0,0,0
Kars,2153,2344,2465,9727,11059,9174
Kat14,974,988,1022,1086,1693,1513
Kat2a,1447,1581,1764,3147,5071,4452
Kat2b,1028,1073,1121,529,526,666
Kat5,1181,1223,1109,1262,1132,1230
Kat6a,6683,5771,6671,1806,2603,3301
Kat6b,1436,1070,1180,429,438,540
Kat7,3295,3282,3229,2660,3100,2755
Kat8,489,544,659,637,644,637
Katna1,849,834,849,1217,1019,914
Katnal1,141,84,117,66,67,81
Katnal2,0,0,0,16,12,10
Katnb1,526,467,464,783,784,777
Katnbl1,244,252,289,415,306,392
Kazald1,9,1,8,5,4,5
Kazn,7,11,22,5,124,30
Kbtbd11,2077,2090,2433,672,1010,1304
Kbtbd12,2,0,1,2,5,1
Kbtbd13,0,0,0,0,11,8
Kbtbd2,2460,2337,2373,830,657,757
Kbtbd3,42,53,36,40,45,46
Kbtbd4,488,449,475,612,608,609
Kbtbd6,18,17,16,75,62,69
Kbtbd7,776,702,747,280,363,285
Kbtbd8,89,92,69,200,174,201
Kbtbd8os,0,0,0,1,1,0
Kcmf1,1556,1758,1744,2090,1892,1788
Kcna1,0,0,0,0,0,0
Kcna10,0,1,0,0,0,0
Kcna2,104,62,54,11,13,10
Kcna3,652,465,512,240,225,340
Kcna4,1,1,0,0,0,0
Kcna5,0,0,0,0,0,0
Kcna6,0,0,0,0,0,0
Kcna7,69,67,48,7,1,4
Kcnab1,3,2,2,0,1,0
Kcnab2,3672,3393,3616,5449,8499,9098
Kcnab3,19,23,25,7,18,10
Kcnab3os,0,0,0,0,0,0
Kcnb1,157,133,169,33,23,45
Kcnb2,1,1,0,0,1,0
Kcnc1,40,25,36,10,7,7
Kcnc2,0,0,0,0,0,0
Kcnc3,518,429,463,48,151,56
Kcnc4,0,0,0,0,0,1
Kcnd1,29,32,26,14,13,7
Kcnd2,0,0,0,0,1,0
Kcnd3,7,2,0,2,0,2
Kcnd3os,0,0,0,0,0,0
Kcne1,0,1,0,0,0,0
Kcne1l,1,0,0,0,0,0
Kcne2,0,0,0,0,0,1
Kcne3,9,9,6,0,0,3
Kcne4,0,0,0,0,0,0
Kcnf1,39,40,38,1054,2263,1516
Kcng1,50,61,55,2,11,8
Kcng2,5,4,1,6,1,1
Kcng3,2,0,1,1,0,0
Kcng4,0,0,0,0,0,0
Kcnh1,2,1,1,0,2,2
Kcnh2,97,67,63,9,199,142
Kcnh3,29,35,35,1,23,3
Kcnh4,134,97,116,9,6,9
Kcnh5,2,6,0,6,0,3
Kcnh6,1,0,0,0,9,0
Kcnh7,8,8,7,10,6,14
Kcnh8,0,0,0,0,0,0
Kcnip1,0,0,0,1,0,0
Kcnip2,20,14,26,34,40,56
Kcnip3,18,17,17,9,2,3
Kcnip4,5,5,5,9,6,11
Kcnj1,49,38,58,2,1,4
Kcnj10,92,77,72,11,17,52
Kcnj11,2,0,0,0,0,0
Kcnj12,1,0,2,0,0,0
Kcnj13,0,5,2,0,5,4
Kcnj14,6,3,6,7,13,12
Kcnj15,3,0,1,0,0,0
Kcnj16,23,19,30,4,2,12
Kcnj2,39,19,25,97,8,41
Kcnj3,0,2,0,0,0,0
Kcnj4,0,0,0,0,0,0
Kcnj5,3,1,3,1,2,0
Kcnj6,0,0,0,0,0,0
Kcnj8,3,5,13,78,5,29
Kcnj9,8,4,9,1,2,4
Kcnk1,1,3,3,3,0,0
Kcnk10,9,7,6,1,1,1
Kcnk12,8,5,1,4,2,1
Kcnk13,92,89,99,15,3,6
Kcnk15,0,0,0,0,0,0
Kcnk16,0,0,0,0,0,0
Kcnk18,0,0,0,0,0,0
Kcnk2,0,0,0,13,2,1
Kcnk3,7,7,1,1,1,3
Kcnk4,2,0,0,2,1,1
Kcnk5,954,1054,1187,300,141,263
Kcnk6,136,171,179,68,100,108
Kcnk7,17,11,10,6,10,9
Kcnk9,0,0,0,0,0,0
Kcnma1,9,16,7,1,0,2
Kcnmb1,3,3,4,33,4,31
Kcnmb2,0,0,0,0,0,0
Kcnmb3,2,2,6,0,1,0
Kcnmb4,52,46,46,208,73,103
Kcnmb4os1,0,0,0,0,0,0
Kcnmb4os2,3,6,7,12,9,18
Kcnn1,7,10,3,23,69,15
Kcnn2,0,0,1,0,0,0
Kcnn3,0,1,1,0,0,1
Kcnn4,1536,1350,1577,1910,3761,2631
Kcnq1,1,2,0,0,0,0
Kcnq1ot1,229,190,189,231,326,315
Kcnq2,2,0,0,0,0,2
Kcnq3,12,8,5,15,3,16
Kcnq4,0,2,0,1,0,0
Kcnq5,358,312,360,303,405,437
Kcnrg,22,17,21,1,5,1
Kcns1,7,3,5,1,7,1
Kcns2,0,0,0,0,0,0
Kcns3,0,1,0,8,0,0
Kcnt1,0,0,0,0,34,0
Kcnt2,0,0,0,0,0,0
Kcnu1,1,3,2,1,2,3
Kcnv1,0,0,0,0,0,0
Kcnv2,0,1,0,0,0,0
Kcp,5,4,6,1,3,1
Kctd1,187,154,152,155,163,249
Kctd10,2790,2687,2966,1591,1454,1597
Kctd11,89,74,92,101,58,124
Kctd12,4537,4656,4381,568,133,427
Kctd12b,29,24,32,3,2,5
Kctd13,368,357,374,464,389,462
Kctd14,27,30,30,14,55,9
Kctd15,8,6,10,305,111,1075
Kctd16,0,0,0,0,0,0
Kctd17,24,32,31,267,967,342
Kctd18,376,311,317,249,236,226
Kctd19,4,2,5,1,0,1
Kctd2,554,567,484,228,303,253
Kctd20,1999,2122,2100,2131,2383,2166
Kctd21,23,23,29,10,18,25
Kctd3,951,909,1022,602,725,591
Kctd4,0,0,0,1,1,0
Kctd5,403,458,467,791,833,779
Kctd6,191,199,181,152,85,111
Kctd7,151,112,127,122,84,87
